image_id,image_filename,image_doi,cell_id,bethesda_system,nucleus_x,nucleus_y,image_path
255,550a723278b6eb460f4cf76bd5dbaff0.png,10.6084/m9.figshare.12230420,3843,Negative for intraepithelial lesion,667,17,3843.png
7,df075c7d02cc7729bd04b5996a3e8991.png,10.6084/m9.figshare.12229538,11400,Negative for intraepithelial lesion,543,444,11400.png
128,cef1983c1bb8c0d9eb60efe03cfb3582.png,10.6084/m9.figshare.12229979,6836,Negative for intraepithelial lesion,984,562,6836.png
45,e42d8978f7ff44cd74a646b97b1c2c1c.png,10.6084/m9.figshare.12229661,10043,Negative for intraepithelial lesion,1064,388,10043.png
92,66ac6258c1215e76435accb18ec68f08.png,10.6084/m9.figshare.12229811,7814,HSIL,528,739,7814.png
205,33915ae53ce2cffb30485ad683a8c64e.png,10.6084/m9.figshare.12230240,5016,Negative for intraepithelial lesion,30,243,5016.png
39,dd569f426f91cc5d6a20804c800d6eb3.png,10.6084/m9.figshare.12229643,10191,ASC-US,959,33,10191.png
205,33915ae53ce2cffb30485ad683a8c64e.png,10.6084/m9.figshare.12230240,5022,Negative for intraepithelial lesion,915,10,5022.png
95,9b77f6a1b82859bc68b26fae965564fa.png,10.6084/m9.figshare.12229820,7736,SCC,887,650,7736.png
92,66ac6258c1215e76435accb18ec68f08.png,10.6084/m9.figshare.12229811,7797,Negative for intraepithelial lesion,519,191,7797.png
370,b73f6ce80af2295f03792c3c2bdc338b.png,10.6084/m9.figshare.12230789,1231,Negative for intraepithelial lesion,872,219,1231.png
210,b3b5a33dee9c880c1abb235a50a5cd81.png,10.6084/m9.figshare.12230255,4920,Negative for intraepithelial lesion,366,639,4920.png
33,07872ee58dea1007dd5d4afa5fb2556d.png,10.6084/m9.figshare.12229622,10405,LSIL,610,357,10405.png
310,f4062608fdab5e483be224b0b807bfbb.png,10.6084/m9.figshare.12230591,2683,Negative for intraepithelial lesion,965,648,2683.png
289,2cefdbf695da71852337ae3557ccdd38.png,10.6084/m9.figshare.12230528,3040,Negative for intraepithelial lesion,429,938,3040.png
210,b3b5a33dee9c880c1abb235a50a5cd81.png,10.6084/m9.figshare.12230255,4915,ASC-US,682,483,4915.png
8,1f8274db391ed2747c0c3a8560bf6d3a.png,10.6084/m9.figshare.12229541,11311,Negative for intraepithelial lesion,223,432,11311.png
111,e57d535d86c5898be4e897eaed05c8c6.png,10.6084/m9.figshare.12229901,7419,Negative for intraepithelial lesion,113,547,7419.png
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3914,Negative for intraepithelial lesion,479,995,3914.png
16,42e7a4f3bd69279d8b1bc4ea8e248f08.png,10.6084/m9.figshare.12229568,11078,Negative for intraepithelial lesion,339,1010,11078.png
224,f996f3195bdb1c5ed08d97272ae16e62.png,10.6084/m9.figshare.12230309,4684,Negative for intraepithelial lesion,714,656,4684.png
98,eb3f9b657f847098a227d3c826c6d19c.png,10.6084/m9.figshare.12229850,7695,ASC-US,344,310,7695.png
256,8932ac9bf855b72eef7390e7e486133e.png,10.6084/m9.figshare.12230423,3800,LSIL,727,547,3800.png
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1400,LSIL,1064,597,1400.png
280,1e4460705ccdffafa78ceef35bf11ad2.png,10.6084/m9.figshare.12230501,3217,Negative for intraepithelial lesion,354,329,3217.png
234,eddca08930f139f44c5d22a48d9f2909.png,10.6084/m9.figshare.12230345,4433,Negative for intraepithelial lesion,738,296,4433.png
14,746c084dbe0b987385df13ddbf4dd635.png,10.6084/m9.figshare.12229562,11121,Negative for intraepithelial lesion,771,942,11121.png
235,38b630ac8a1f02f6a466824f6babaf0e.png,10.6084/m9.figshare.12230348,4383,Negative for intraepithelial lesion,669,655,4383.png
27,36a2bc6bae69351df86a4a2fe4d49c2a.png,10.6084/m9.figshare.12229604,10756,Negative for intraepithelial lesion,774,392,10756.png
263,5901e3526774e5847970bb8203c7c711.png,10.6084/m9.figshare.12230447,3671,Negative for intraepithelial lesion,538,550,3671.png
120,79bd0d0b44949450452bd745fd795a9a.png,10.6084/m9.figshare.12229937,7117,Negative for intraepithelial lesion,1180,139,7117.png
5,5b7cc4b7d0373fab44cc5686ba477e0c.png,10.6084/m9.figshare.12229529,11423,Negative for intraepithelial lesion,774,250,11423.png
182,c63289c59bca91f80b2dde9ac013cc57.png,10.6084/m9.figshare.12230165,5340,LSIL,262,328,5340.png
278,b5236e7b9f5dc7783cce4dbb5fb1a082.png,10.6084/m9.figshare.12230495,3257,Negative for intraepithelial lesion,254,414,3257.png
126,fc7e39dda329976b5095eef082d6e998.png,10.6084/m9.figshare.12229970,6858,Negative for intraepithelial lesion,322,411,6858.png
101,688bb88091ed6d58563888211455a559.png,10.6084/m9.figshare.12229865,7615,Negative for intraepithelial lesion,1162,718,7615.png
152,3ae2fc6e5e6530f3291e21a8937c71b3.png,10.6084/m9.figshare.12230066,5921,Negative for intraepithelial lesion,883,540,5921.png
114,624930d9bfc4219ba1bdd73ea3fed13b.png,10.6084/m9.figshare.12229913,7338,Negative for intraepithelial lesion,173,1000,7338.png
126,fc7e39dda329976b5095eef082d6e998.png,10.6084/m9.figshare.12229970,6862,Negative for intraepithelial lesion,623,299,6862.png
295,18379ef3f64b0efa33ee42877fdd6947.png,10.6084/m9.figshare.12230546,2931,ASC-US,300,857,2931.png
125,c642b1c083b38d9b56724bc76867459e.png,10.6084/m9.figshare.12229967,6913,Negative for intraepithelial lesion,1049,203,6913.png
27,36a2bc6bae69351df86a4a2fe4d49c2a.png,10.6084/m9.figshare.12229604,10741,Negative for intraepithelial lesion,412,708,10741.png
140,ae9ad0a0e62cb046468591ce92237bfc.png,10.6084/m9.figshare.12230027,6334,Negative for intraepithelial lesion,456,311,6334.png
165,7c09a4a52e0cb6ffc6a10044dd321123.png,10.6084/m9.figshare.12230105,5646,Negative for intraepithelial lesion,350,890,5646.png
363,c1647f9466f402dee1065a2466c11047.png,10.6084/m9.figshare.12230768,1345,Negative for intraepithelial lesion,175,415,1345.png
238,3f30a996dcac3c4845ba2e650fe874b5.png,10.6084/m9.figshare.12230360,4267,LSIL,598,339,4267.png
93,9b712bff27856e5b7a14e4bbf67a4abc.png,10.6084/m9.figshare.12229814,7788,HSIL,353,22,7788.png
154,49c8feec9afcd85f1f9b16908c34bdca.png,10.6084/m9.figshare.12230072,5846,Negative for intraepithelial lesion,1067,910,5846.png
165,7c09a4a52e0cb6ffc6a10044dd321123.png,10.6084/m9.figshare.12230105,5648,LSIL,930,628,5648.png
69,eb47620da7f5e3594085fb3279b1904a.png,10.6084/m9.figshare.12229733,8766,HSIL,356,294,8766.png
262,425f92ac0896cfea0e4e674cd449ce23.png,10.6084/m9.figshare.12230444,3675,Negative for intraepithelial lesion,62,171,3675.png
221,2fd118764c0afa9a4e1ccbe9bd8210a5.png,10.6084/m9.figshare.12230291,4732,Negative for intraepithelial lesion,778,396,4732.png
7,df075c7d02cc7729bd04b5996a3e8991.png,10.6084/m9.figshare.12229538,11411,LSIL,1058,556,11411.png
125,c642b1c083b38d9b56724bc76867459e.png,10.6084/m9.figshare.12229967,6914,Negative for intraepithelial lesion,1067,318,6914.png
309,d72288404d45ed33074fcfb77d099f2f.png,10.6084/m9.figshare.12230588,2732,Negative for intraepithelial lesion,1195,1017,2732.png
69,eb47620da7f5e3594085fb3279b1904a.png,10.6084/m9.figshare.12229733,8768,HSIL,596,662,8768.png
304,c5304cb4ceea0d7c9c64e26b6b3e804e.png,10.6084/m9.figshare.12230573,2814,Negative for intraepithelial lesion,263,450,2814.png
140,ae9ad0a0e62cb046468591ce92237bfc.png,10.6084/m9.figshare.12230027,6383,Negative for intraepithelial lesion,1265,862,6383.png
13,ac1ed15ddc7fb3d7e6a9c7521eeebe78.png,10.6084/m9.figshare.12229559,11183,Negative for intraepithelial lesion,379,411,11183.png
181,ad4c619f92f722c47fed0bed95045fcd.png,10.6084/m9.figshare.12230162,5386,Negative for intraepithelial lesion,1008,277,5386.png
13,ac1ed15ddc7fb3d7e6a9c7521eeebe78.png,10.6084/m9.figshare.12229559,11199,Negative for intraepithelial lesion,684,374,11199.png
17,602e28f6537d6638bc4ccbe4cde5fab1.png,10.6084/m9.figshare.12229571,11111,Negative for intraepithelial lesion,279,1002,11111.png
232,75d04c5e7ddcdf002714f7ef57d4e418.png,10.6084/m9.figshare.12230339,4473,Negative for intraepithelial lesion,255,572,4473.png
125,c642b1c083b38d9b56724bc76867459e.png,10.6084/m9.figshare.12229967,6917,Negative for intraepithelial lesion,1138,279,6917.png
70,5e5f9e511001c3ead65b7dc51897a1ba.png,10.6084/m9.figshare.12229736,8805,HSIL,660,233,8805.png
240,9dc92f731aa43451aaccdaabbca220fa.png,10.6084/m9.figshare.12230366,4239,Negative for intraepithelial lesion,638,790,4239.png
24,e49e5d68eaf20468db941ac76632674f.png,10.6084/m9.figshare.12229595,10758,ASC-US,650,548,10758.png
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1544,LSIL,560,757,1544.png
257,3b536324e212ad03ae37afcf97d0c760.png,10.6084/m9.figshare.12230426,3778,Negative for intraepithelial lesion,913,492,3778.png
213,0c52e27c5383dd946fffdf0253f96067.png,10.6084/m9.figshare.12230264,4909,Negative for intraepithelial lesion,101,557,4909.png
85,6bb20c67c4013e8805d0f64315b9bcb1.png,10.6084/m9.figshare.12229787,8056,SCC,959,525,8056.png
23,77acea6065f24cef2351ef3bc2af43a1.png,10.6084/m9.figshare.12229592,10907,Negative for intraepithelial lesion,539,609,10907.png
352,060d7d018977ad7cca7643f2deb6f3e8.png,10.6084/m9.figshare.12230729,1644,Negative for intraepithelial lesion,475,133,1644.png
123,e9743b8e738f3f0bd2a084cbf8dc1cab.png,10.6084/m9.figshare.12229958,6980,Negative for intraepithelial lesion,1251,1015,6980.png
159,c5a677e9d495b6c0419df420f65c5a26.png,10.6084/m9.figshare.12230087,5718,LSIL,425,937,5718.png
85,6bb20c67c4013e8805d0f64315b9bcb1.png,10.6084/m9.figshare.12229787,8121,ASC-H,754,872,8121.png
2,9d0f43b29d78f673e9caf77928b4af3c.png,10.6084/m9.figshare.12229520,11475,Negative for intraepithelial lesion,143,771,11475.png
227,f261e4379ef4e11a13db19e54b698395.png,10.6084/m9.figshare.12230318,4620,Negative for intraepithelial lesion,853,707,4620.png
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10.6084/m9.figshare.12229616,10496,Negative for intraepithelial lesion,804,824,10496.png
318,a30fcaf343b17a21a7018e1ed1ec907e.png,10.6084/m9.figshare.12230615,2509,LSIL,629,554,2509.png
35,bf7767fb55e9b4e77ea458f825f06e65.png,10.6084/m9.figshare.12229628,10340,Negative for intraepithelial lesion,1199,501,10340.png
82,dd61f345bc7cdcbf3bb86d58eb0992b4.png,10.6084/m9.figshare.12229778,8198,Negative for intraepithelial lesion,1185,569,8198.png
220,5b3e7408f7ab2a8bce36cfda5a1e121b.png,10.6084/m9.figshare.12230288,4759,Negative for intraepithelial lesion,185,713,4759.png
8,1f8274db391ed2747c0c3a8560bf6d3a.png,10.6084/m9.figshare.12229541,11333,Negative for intraepithelial lesion,830,567,11333.png
186,09ddefdfc9ca8df4da326825425336d3.png,10.6084/m9.figshare.12230177,5289,LSIL,620,272,5289.png
148,ec14a8dad00ce2aa24bae8dd2683077b.png,10.6084/m9.figshare.12230054,6081,Negative for intraepithelial lesion,573,347,6081.png
27,36a2bc6bae69351df86a4a2fe4d49c2a.png,10.6084/m9.figshare.12229604,10728,Negative for intraepithelial lesion,870,492,10728.png
9,71abd3d9c8d0e5738c1db3328645fde8.png,10.6084/m9.figshare.12229547,11296,LSIL,771,780,11296.png
158,b5cde4d2a21fb2e2d70db49b1db1df50.png,10.6084/m9.figshare.12230084,5730,ASC-US,516,199,5730.png
217,5a65081dd9202379699a7518fd51a9a5.png,10.6084/m9.figshare.12230276,4816,Negative for intraepithelial lesion,170,363,4816.png
216,011fda505d7e4af4b8cc57545343624d.png,10.6084/m9.figshare.12230273,4837,Negative for intraepithelial lesion,1101,626,4837.png
69,eb47620da7f5e3594085fb3279b1904a.png,10.6084/m9.figshare.12229733,8779,LSIL,1033,259,8779.png
154,49c8feec9afcd85f1f9b16908c34bdca.png,10.6084/m9.figshare.12230072,5854,Negative for intraepithelial lesion,1243,491,5854.png
293,f195a1576fa4437e8f31f35959554eda.png,10.6084/m9.figshare.12230540,2973,Negative for intraepithelial lesion,839,362,2973.png
208,9c42ed347e00dc159b9fb767b52de139.png,10.6084/m9.figshare.12230249,4957,Negative for intraepithelial lesion,1210,169,4957.png
17,602e28f6537d6638bc4ccbe4cde5fab1.png,10.6084/m9.figshare.12229571,11101,Negative for intraepithelial lesion,872,614,11101.png
176,5613e617f960b8414dbec5aa38647f96.png,10.6084/m9.figshare.12230144,5438,LSIL,604,628,5438.png
236,221e5472253d8a712be2eb84079a6a72.png,10.6084/m9.figshare.12230354,4345,Negative for intraepithelial lesion,415,44,4345.png
167,b1f43c3a74ea03d4df18696b710a3fc4.png,10.6084/m9.figshare.12230111,5613,Negative for intraepithelial lesion,1119,700,5613.png
148,ec14a8dad00ce2aa24bae8dd2683077b.png,10.6084/m9.figshare.12230054,6048,Negative for intraepithelial lesion,1058,894,6048.png
135,8d62bc0267b58954ef9fa8e355d6ec22.png,10.6084/m9.figshare.12230006,6555,Negative for intraepithelial lesion,576,24,6555.png
111,e57d535d86c5898be4e897eaed05c8c6.png,10.6084/m9.figshare.12229901,7408,Negative for intraepithelial lesion,157,143,7408.png
212,6e20d6ec569513933f5768d5424b7e86.png,10.6084/m9.figshare.12230261,4894,Negative for intraepithelial lesion,1133,414,4894.png
126,fc7e39dda329976b5095eef082d6e998.png,10.6084/m9.figshare.12229970,6851,Negative for intraepithelial lesion,415,607,6851.png
70,5e5f9e511001c3ead65b7dc51897a1ba.png,10.6084/m9.figshare.12229736,8830,HSIL,366,734,8830.png
138,c0d57801655afd0ab48ad3f1e4b43603.png,10.6084/m9.figshare.12230015,6405,Negative for intraepithelial lesion,533,557,6405.png
144,b8491225e9d46d5f48c33c310b7d2755.png,10.6084/m9.figshare.12230042,6191,Negative for intraepithelial lesion,668,702,6191.png
359,ce95aaf77e8e7bcd44e4d1f731dea349.png,10.6084/m9.figshare.12230750,1541,Negative for intraepithelial lesion,190,576,1541.png
310,f4062608fdab5e483be224b0b807bfbb.png,10.6084/m9.figshare.12230591,2673,Negative for intraepithelial lesion,710,274,2673.png
236,221e5472253d8a712be2eb84079a6a72.png,10.6084/m9.figshare.12230354,4326,Negative for intraepithelial lesion,384,941,4326.png
211,75ae516a4fba3943054907d8f738aa73.png,10.6084/m9.figshare.12230258,4926,ASC-US,722,542,4926.png
344,dbb1bf3a7bced124e9f9012a950eb06b.png,10.6084/m9.figshare.12230702,1856,ASC-US,413,505,1856.png
143,c01b36e0a384197ca9a2e6bcd2c552e1.png,10.6084/m9.figshare.12230039,6243,Negative for intraepithelial lesion,42,312,6243.png
221,2fd118764c0afa9a4e1ccbe9bd8210a5.png,10.6084/m9.figshare.12230291,4730,Negative for intraepithelial lesion,538,459,4730.png
81,0f023f6ad3d33b33334016798995fe53.png,10.6084/m9.figshare.12229775,8157,ASC-H,402,377,8157.png
236,221e5472253d8a712be2eb84079a6a72.png,10.6084/m9.figshare.12230354,4327,Negative for intraepithelial lesion,354,947,4327.png
22,d67cd01defdc182ca48cee14e776f22c.png,10.6084/m9.figshare.12229589,10865,Negative for intraepithelial lesion,1167,834,10865.png
70,5e5f9e511001c3ead65b7dc51897a1ba.png,10.6084/m9.figshare.12229736,8816,HSIL,684,425,8816.png
108,5f5ca39f3cb7338eeaec5f00faa11447.png,10.6084/m9.figshare.12229892,7547,Negative for intraepithelial lesion,608,977,7547.png
87,aab4785d3320a7fd40e5ec45caf36b72.png,10.6084/m9.figshare.12229793,7961,HSIL,589,578,7961.png
223,b75d053b22d2ed9d019608c8508676b6.png,10.6084/m9.figshare.12230306,4701,Negative for intraepithelial lesion,396,496,4701.png
281,477a31e5481902c6624a3d0407be13bf.png,10.6084/m9.figshare.12230504,3201,Negative for intraepithelial lesion,424,433,3201.png
184,1a57775542328ddeda39a1aaacebfef0.png,10.6084/m9.figshare.12230171,5327,Negative for intraepithelial lesion,1233,48,5327.png
90,81508bd550a84bbe5731b93048e54270.png,10.6084/m9.figshare.12229802,7925,Negative for intraepithelial lesion,571,384,7925.png
312,e195831951b7e556d3ca5f497ad4bc9c.png,10.6084/m9.figshare.12230597,2616,Negative for intraepithelial lesion,663,439,2616.png
233,379c7ce231b0c43a3d9a964680573dce.png,10.6084/m9.figshare.12230342,4463,ASC-US,728,767,4463.png
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1289,LSIL,665,614,1289.png
7,df075c7d02cc7729bd04b5996a3e8991.png,10.6084/m9.figshare.12229538,11376,Negative for intraepithelial lesion,848,312,11376.png
258,a88f00847363c89e1960ade289b38612.png,10.6084/m9.figshare.12230429,3759,Negative for intraepithelial lesion,88,9,3759.png
167,b1f43c3a74ea03d4df18696b710a3fc4.png,10.6084/m9.figshare.12230111,5614,Negative for intraepithelial lesion,917,827,5614.png
247,ebdd17c9dd496a1231cc29c081e78e80.png,10.6084/m9.figshare.12230390,4069,Negative for intraepithelial lesion,257,907,4069.png
144,b8491225e9d46d5f48c33c310b7d2755.png,10.6084/m9.figshare.12230042,6184,Negative for intraepithelial lesion,1042,557,6184.png
167,b1f43c3a74ea03d4df18696b710a3fc4.png,10.6084/m9.figshare.12230111,5615,ASC-US,580,152,5615.png
125,c642b1c083b38d9b56724bc76867459e.png,10.6084/m9.figshare.12229967,6951,Negative for intraepithelial lesion,560,741,6951.png
70,5e5f9e511001c3ead65b7dc51897a1ba.png,10.6084/m9.figshare.12229736,8847,HSIL,983,639,8847.png
39,dd569f426f91cc5d6a20804c800d6eb3.png,10.6084/m9.figshare.12229643,10211,ASC-US,375,537,10211.png
163,1c900ddde4d55e63c0d06c4854b29f89.png,10.6084/m9.figshare.12230099,5629,Negative for intraepithelial lesion,243,335,5629.png
37,9e3b55d7afdc1573cc15b347d053ec07.png,10.6084/m9.figshare.12229634,10256,Negative for intraepithelial lesion,865,639,10256.png
33,07872ee58dea1007dd5d4afa5fb2556d.png,10.6084/m9.figshare.12229622,10411,Negative for intraepithelial lesion,952,578,10411.png
154,49c8feec9afcd85f1f9b16908c34bdca.png,10.6084/m9.figshare.12230072,5829,Negative for intraepithelial lesion,413,194,5829.png
6,d1139b2167d9254c2e29edb485c1bda8.png,10.6084/m9.figshare.12229532,11350,Negative for intraepithelial lesion,820,296,11350.png
269,651555a374eacf3de392c98dbd85d44d.png,10.6084/m9.figshare.12230468,3530,Negative for intraepithelial lesion,1058,693,3530.png
203,dada70571c7ddf32b8bbbf448a6880a4.png,10.6084/m9.figshare.12230231,5035,Negative for intraepithelial lesion,965,751,5035.png
192,5c7feaaf66d0981fe28378fbab186509.png,10.6084/m9.figshare.12230195,5192,ASC-US,255,236,5192.png
120,79bd0d0b44949450452bd745fd795a9a.png,10.6084/m9.figshare.12229937,7118,Negative for intraepithelial lesion,317,178,7118.png
15,fe7dccb72ee17d6776970bdb5e5ba3ba.png,10.6084/m9.figshare.12229565,11143,Negative for intraepithelial lesion,270,599,11143.png
69,eb47620da7f5e3594085fb3279b1904a.png,10.6084/m9.figshare.12229733,8778,LSIL,841,819,8778.png
213,0c52e27c5383dd946fffdf0253f96067.png,10.6084/m9.figshare.12230264,4910,Negative for intraepithelial lesion,141,789,4910.png
111,e57d535d86c5898be4e897eaed05c8c6.png,10.6084/m9.figshare.12229901,7435,Negative for intraepithelial lesion,214,895,7435.png
148,ec14a8dad00ce2aa24bae8dd2683077b.png,10.6084/m9.figshare.12230054,6037,Negative for intraepithelial lesion,891,534,6037.png
217,5a65081dd9202379699a7518fd51a9a5.png,10.6084/m9.figshare.12230276,4822,ASC-US,83,233,4822.png
362,e501b86a4eb392736b083deb8c4537f8.png,10.6084/m9.figshare.12230762,1374,Negative for intraepithelial lesion,723,86,1374.png
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10.6084/m9.figshare.12229616,10446,Negative for intraepithelial lesion,200,200,10446.png
147,7cadcc842e5559cd14a3cd1143dd8db0.png,10.6084/m9.figshare.12230051,6127,Negative for intraepithelial lesion,1262,791,6127.png
18,3659bf68aeea760b319cd0710e3651fb.png,10.6084/m9.figshare.12229577,11038,Negative for intraepithelial lesion,40,929,11038.png
304,c5304cb4ceea0d7c9c64e26b6b3e804e.png,10.6084/m9.figshare.12230573,2812,Negative for intraepithelial lesion,207,464,2812.png
37,9e3b55d7afdc1573cc15b347d053ec07.png,10.6084/m9.figshare.12229634,10228,Negative for intraepithelial lesion,1124,141,10228.png
228,7d96810eb097fe737df7fc9eb0a8b3ed.png,10.6084/m9.figshare.12230324,4597,Negative for intraepithelial lesion,224,925,4597.png
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10.6084/m9.figshare.12229616,10452,Negative for intraepithelial lesion,256,822,10452.png
144,b8491225e9d46d5f48c33c310b7d2755.png,10.6084/m9.figshare.12230042,6176,Negative for intraepithelial lesion,1240,82,6176.png
248,a5ce47f6a10f543bf7fdac28b709d30d.png,10.6084/m9.figshare.12230393,4020,Negative for intraepithelial lesion,500,786,4020.png
24,e49e5d68eaf20468db941ac76632674f.png,10.6084/m9.figshare.12229595,10766,Negative for intraepithelial lesion,334,168,10766.png
113,edc3ac951f31fca241b7f04d2c5daac5.png,10.6084/m9.figshare.12229910,7401,Negative for intraepithelial lesion,1152,506,7401.png
211,75ae516a4fba3943054907d8f738aa73.png,10.6084/m9.figshare.12230258,4932,Negative for intraepithelial lesion,90,617,4932.png
35,bf7767fb55e9b4e77ea458f825f06e65.png,10.6084/m9.figshare.12229628,10339,Negative for intraepithelial lesion,1227,820,10339.png
226,199ea9d75d6266bcc1be87995de6a70a.png,10.6084/m9.figshare.12230315,4641,LSIL,350,859,4641.png
25,f981c4aac622d7cce71a81305dd38ade.png,10.6084/m9.figshare.12229598,10809,Negative for intraepithelial lesion,752,690,10809.png
140,ae9ad0a0e62cb046468591ce92237bfc.png,10.6084/m9.figshare.12230027,6332,Negative for intraepithelial lesion,358,243,6332.png
8,1f8274db391ed2747c0c3a8560bf6d3a.png,10.6084/m9.figshare.12229541,11313,Negative for intraepithelial lesion,106,560,11313.png
236,221e5472253d8a712be2eb84079a6a72.png,10.6084/m9.figshare.12230354,4343,Negative for intraepithelial lesion,845,388,4343.png
16,42e7a4f3bd69279d8b1bc4ea8e248f08.png,10.6084/m9.figshare.12229568,11043,ASC-US,425,441,11043.png
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777,1303,Negative for intraepithelial lesion,517,732,1303.png
217,5a65081dd9202379699a7518fd51a9a5.png,10.6084/m9.figshare.12230276,4818,ASC-US,70,300,4818.png
235,38b630ac8a1f02f6a466824f6babaf0e.png,10.6084/m9.figshare.12230348,4381,Negative for intraepithelial lesion,371,721,4381.png
8,1f8274db391ed2747c0c3a8560bf6d3a.png,10.6084/m9.figshare.12229541,11303,Negative for intraepithelial lesion,919,94,11303.png
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411,3904,Negative for intraepithelial lesion,593,601,3904.png
148,ec14a8dad00ce2aa24bae8dd2683077b.png,10.6084/m9.figshare.12230054,6039,Negative for intraepithelial lesion,1168,604,6039.png
181,ad4c619f92f722c47fed0bed95045fcd.png,10.6084/m9.figshare.12230162,5394,LSIL,1027,773,5394.png
184,1a57775542328ddeda39a1aaacebfef0.png,10.6084/m9.figshare.12230171,5312,Negative for intraepithelial lesion,1135,863,5312.png
114,624930d9bfc4219ba1bdd73ea3fed13b.png,10.6084/m9.figshare.12229913,7315,Negative for intraepithelial lesion,407,656,7315.png
308,aee74e3c1bcd82561303ee974d31c08f.png,10.6084/m9.figshare.12230585,2748,LSIL,587,817,2748.png
148,ec14a8dad00ce2aa24bae8dd2683077b.png,10.6084/m9.figshare.12230054,6020,Negative for intraepithelial lesion,484,247,6020.png
108,5f5ca39f3cb7338eeaec5f00faa11447.png,10.6084/m9.figshare.12229892,7538,Negative for intraepithelial lesion,750,600,7538.png
321,abaafc46c2b0cecef1ddb0ba3202ae74.png,10.6084/m9.figshare.12230624,2454,LSIL,564,445,2454.png
105,f12544c3bfc1959d2010d7ec4f41cc56.png,10.6084/m9.figshare.12229883,7551,Negative for intraepithelial lesion,432,715,7551.png
205,33915ae53ce2cffb30485ad683a8c64e.png,10.6084/m9.figshare.12230240,5021,Negative for intraepithelial lesion,315,307,5021.png
38,466a61aa31579a2ffb3c561f5a5d37d0.png,10.6084/m9.figshare.12229640,10268,Negative for intraepithelial lesion,708,491,10268.png
220,5b3e7408f7ab2a8bce36cfda5a1e121b.png,10.6084/m9.figshare.12230288,4758,Negative for intraepithelial lesion,177,609,4758.png
32,ee78da0c06d978fec8d86a8d97182445.png,10.6084/m9.figshare.12229619,10371,ASC-US,931,325,10371.png
228,7d96810eb097fe737df7fc9eb0a8b3ed.png,10.6084/m9.figshare.12230324,4614,Negative for intraepithelial lesion,787,517,4614.png
211,75ae516a4fba3943054907d8f738aa73.png,10.6084/m9.figshare.12230258,4930,ASC-US,855,408,4930.png
86,de81ced6d8b99536da382f09b4290d70.png,10.6084/m9.figshare.12229790,7991,HSIL,103,616,7991.png
86,de81ced6d8b99536da382f09b4290d70.png,10.6084/m9.figshare.12229790,8010,HSIL,131,766,8010.png
192,5c7feaaf66d0981fe28378fbab186509.png,10.6084/m9.figshare.12230195,5178,Negative for intraepithelial lesion,1040,581,5178.png
130,a42845987c650d7243ad0c08e97debf5.png,10.6084/m9.figshare.12229985,6805,Negative for intraepithelial lesion,1165,788,6805.png
284,a57e3c97ad51375f4656963d6bd88f8d.png,10.6084/m9.figshare.12230513,3146,Negative for intraepithelial lesion,480,802,3146.png
96,c9b3f954a9d1e35591818b6c493facb9.png,10.6084/m9.figshare.12229844,7717,ASC-H,808,82,7717.png
111,e57d535d86c5898be4e897eaed05c8c6.png,10.6084/m9.figshare.12229901,7420,Negative for intraepithelial lesion,197,495,7420.png
27,36a2bc6bae69351df86a4a2fe4d49c2a.png,10.6084/m9.figshare.12229604,10729,Negative for intraepithelial lesion,692,504,10729.png
248,a5ce47f6a10f543bf7fdac28b709d30d.png,10.6084/m9.figshare.12230393,4035,LSIL,912,562,4035.png
310,f4062608fdab5e483be224b0b807bfbb.png,10.6084/m9.figshare.12230591,2690,Negative for intraepithelial lesion,717,781,2690.png
7,df075c7d02cc7729bd04b5996a3e8991.png,10.6084/m9.figshare.12229538,11390,Negative for intraepithelial lesion,624,348,11390.png
96,c9b3f954a9d1e35591818b6c493facb9.png,10.6084/m9.figshare.12229844,7713,ASC-US,503,19,7713.png
29,92f442dda43d7250c63ba2823c96be42.png,10.6084/m9.figshare.12229610,10559,Negative for intraepithelial lesion,158,1013,10559.png
79,ec342d2fc5da33cd79e9c1e3c507778e.png,10.6084/m9.figshare.12229769,8208,HSIL,461,224,8208.png
114,624930d9bfc4219ba1bdd73ea3fed13b.png,10.6084/m9.figshare.12229913,7324,Negative for intraepithelial lesion,825,832,7324.png
177,96d54337d5489e81ce6ad5508d7a5434.png,10.6084/m9.figshare.12230147,5459,Negative for intraepithelial lesion,654,412,5459.png
154,49c8feec9afcd85f1f9b16908c34bdca.png,10.6084/m9.figshare.12230072,5828,Negative for intraepithelial lesion,395,183,5828.png
138,c0d57801655afd0ab48ad3f1e4b43603.png,10.6084/m9.figshare.12230015,6415,Negative for intraepithelial lesion,1177,521,6415.png
